c_inst_name_code,c_inst_code,c_inst_type_code,c_inst_begin_year,c_by_nianhao_code,c_by_nianhao_year,c_by_year_range,c_inst_begin_dy,c_inst_floruit_dy,c_inst_first_known_year,c_inst_end_year,c_ey_nianhao_code,c_ey_nianhao_year,c_ey_year_range,c_inst_end_dy,c_inst_last_known_year,c_source,c_pages,c_notes,c_secondary_source_author,id,text
777,1414,2,865,0,0,2,0,20,,,,,,,,27842,57,Temple ID 138682 Location: 休寧縣西南; Founding: 唐咸通中,,1414-777,1414 (社交機構代碼)-建初寺 Jianchu Si(社交機構名稱)-777(社交機構名稱代碼)-休寧(地址)-865(起年)-20(最早見諸文獻年)-未詳(訖年)-未詳(最晚見諸文獻年)
